horizon_hours,SID,SEASON,origins,storms,track_mean_km,track_median_km,track_p90_km,track_p95_km,wind_mae_kt,wind_rmse_kt,wind_bias_kt,storm_macro_track_mean_km,storm_macro_wind_mae_kt,storm_track_ci95_low_km,storm_track_ci95_high_km,storm_wind_mae_ci95_low_kt,storm_wind_mae_ci95_high_kt
6,2020314N28313,2020,17,1,28.092721441130426,20.92663250944392,58.494614613843474,71.86758011191044,2.9835064373930003,3.330574449105164,-0.14316241635173263,28.092721441130426,2.9835064373930003,28.092721441130426,28.092721441130426,2.9835064373930003,2.9835064373930003
6,2023292N13309,2023,36,1,27.519961449147488,21.953698996691273,53.51790329100807,63.214887806961116,3.486721804571485,4.5780734954464535,0.43192894734252757,27.519961449147488,3.486721804571485,27.519961449147488,27.519961449147488,3.486721804571485,3.486721804571485
6,2020318N16289,2020,16,1,27.486970851399,25.24740101877153,54.71266406049578,58.31038229424649,8.689439661027631,10.689984241917454,0.624231426159195,27.486970851399,8.689439661027631,27.486970851399,27.486970851399,8.689439661027631,8.689439661027631
6,2021182N09317,2021,31,1,27.391631248840643,20.546701014706425,48.14524198457082,66.37482313650248,3.949860917440286,5.370543450302006,1.2974578716788747,27.391631248840643,3.949860917440286,27.391631248840643,27.391631248840643,3.949860917440286,3.949860917440286
6,2024309N13283,2024,19,1,27.33603029902016,24.613377813573187,44.56159132982472,48.08161630175692,4.191390787399714,6.281865163297486,0.8517750670930413,27.33603029902016,4.191390787399714,27.33603029902016,27.33603029902016,4.191390787399714,4.191390787399714
6,2023193N37305,2023,36,1,27.320114809114305,26.522971585928765,52.085197141933904,59.26704272594782,2.565095782087136,3.48022470315367,0.6174720219761831,27.320114809114305,2.565095782087136,27.320114809114305,27.320114809114305,2.565095782087136,2.565095782087136
6,2021256N21265,2021,8,1,27.31125626249502,25.4484498408539,40.594882729297574,44.6376862663608,6.3976153501773325,7.1152216071739245,-2.6177329426503686,27.31125626249502,6.3976153501773325,27.31125626249502,27.31125626249502,6.3976153501773325,6.3976153501773325
6,2025294N14290,2025,36,1,27.300166077835208,21.97286411583355,44.31976445701827,81.01251310547758,5.214453760967036,7.907909380241655,-0.3020747558207122,27.300166077835208,5.214453760967036,27.300166077835208,27.300166077835208,5.214453760967036,5.214453760967036
6,2024269N39302,2024,13,1,26.585668017052203,24.721602235020406,43.96562085113946,50.46854699057229,2.688586176344899,3.501519464778219,-1.9457649226913405,26.585668017052203,2.688586176344899,26.585668017052203,26.585668017052203,2.688586176344899,2.688586176344899
6,2025185N30280,2025,6,1,26.523250085887412,23.49497958831791,38.82461089043217,43.11464845698366,4.675543723131579,7.519628966239762,2.4608372492524198,26.523250085887412,4.675543723131579,26.523250085887412,26.523250085887412,4.675543723131579,4.675543723131579
6,2020224N11326,2020,17,1,26.262852232635783,18.490409973233845,56.90963536111277,62.19417412761345,2.7041706640853374,3.7626193426191743,0.2532035875075477,26.262852232635783,2.7041706640853374,26.262852232635783,26.262852232635783,2.7041706640853374,2.7041706640853374
6,2021240N13313,2021,13,1,25.9667684860726,21.311210867478533,37.60032673408271,55.17491526496772,2.2318773254075324,3.368753911322681,-0.09141557883281565,25.9667684860726,2.2318773254075324,25.9667684860726,25.9667684860726,2.2318773254075324,2.2318773254075324
