model,split,n,mae,rmse,mase
ensemble_xgboost_prophet,validation,48,0.6194297304913325,0.9206941023716018,0.5680302422165199
ensemble_xgboost_prophet,test,72,1.0156197381956225,1.4612394855239643,0.9313449088559858
