month,actual,forecast,model,split
2020-05-01 00:00:00+00:00,2.0,0.9336735759432542,holt_winters,test
2020-06-01 00:00:00+00:00,2.0,1.2897871604872813,holt_winters,test
2020-07-01 00:00:00+00:00,6.0,4.524285948079115,holt_winters,test
2020-08-01 00:00:00+00:00,5.0,7.641300497874047,holt_winters,test
2020-09-01 00:00:00+00:00,9.0,8.167843292510916,holt_winters,test
2020-10-01 00:00:00+00:00,5.0,6.5026601924737975,holt_winters,test
2020-11-01 00:00:00+00:00,2.0,7.476717915420729,holt_winters,test
2020-12-01 00:00:00+00:00,0.0,3.7697881903208517,holt_winters,test
2021-01-01 00:00:00+00:00,0.0,2.5782962065261725,holt_winters,test
2021-02-01 00:00:00+00:00,0.0,2.1968549587315023,holt_winters,test
2021-03-01 00:00:00+00:00,0.0,1.76120790128005,holt_winters,test
2021-04-01 00:00:00+00:00,0.0,1.4534638997227045,holt_winters,test
2021-05-01 00:00:00+00:00,1.0,1.229655369528353,holt_winters,test
2021-06-01 00:00:00+00:00,4.0,1.3018030445050521,holt_winters,test
2021-07-01 00:00:00+00:00,0.0,5.056800287378472,holt_winters,test
2021-08-01 00:00:00+00:00,7.0,6.603993398559118,holt_winters,test
2021-09-01 00:00:00+00:00,8.0,7.972928471544585,holt_winters,test
2021-10-01 00:00:00+00:00,1.0,6.147281640221334,holt_winters,test
2021-11-01 00:00:00+00:00,0.0,6.28569481573813,holt_winters,test
2021-12-01 00:00:00+00:00,0.0,2.4784450680646803,holt_winters,test
2022-01-01 00:00:00+00:00,0.0,1.1057184393639452,holt_winters,test
2022-02-01 00:00:00+00:00,0.0,1.5582868199841293,holt_winters,test
2022-03-01 00:00:00+00:00,0.0,1.292270751988033,holt_winters,test
2022-04-01 00:00:00+00:00,0.0,1.0982775904973674,holt_winters,test
2022-05-01 00:00:00+00:00,0.0,0.9523769831093705,holt_winters,test
2022-06-01 00:00:00+00:00,1.0,0.839244230314387,holt_winters,test
2022-07-01 00:00:00+00:00,2.0,3.988986786203291,holt_winters,test
2022-08-01 00:00:00+00:00,0.0,6.319949812719615,holt_winters,test
2022-09-01 00:00:00+00:00,7.0,6.059157781726643,holt_winters,test
2022-10-01 00:00:00+00:00,4.0,4.557414599768182,holt_winters,test
2022-11-01 00:00:00+00:00,2.0,5.860808500547387,holt_winters,test
2022-12-01 00:00:00+00:00,0.0,2.602943411628517,holt_winters,test
2023-01-01 00:00:00+00:00,1.0,1.8019873058008544,holt_winters,test
2023-02-01 00:00:00+00:00,0.0,1.7698719520486286,holt_winters,test
2023-03-01 00:00:00+00:00,0.0,1.3986628142407174,holt_winters,test
2023-04-01 00:00:00+00:00,0.0,1.141505851165328,holt_winters,test
2023-05-01 00:00:00+00:00,0.0,0.9585043844631671,holt_winters,test
2023-06-01 00:00:00+00:00,3.0,0.8243500543981002,holt_winters,test
2023-07-01 00:00:00+00:00,1.0,4.442916294052409,holt_winters,test
2023-08-01 00:00:00+00:00,7.0,6.378263403163396,holt_winters,test
2023-09-01 00:00:00+00:00,6.0,7.773593914805683,holt_winters,test
2023-10-01 00:00:00+00:00,3.0,5.490701911399806,holt_winters,test
2023-11-01 00:00:00+00:00,0.0,6.279320979703193,holt_winters,test
2023-12-01 00:00:00+00:00,0.0,2.4364414854316316,holt_winters,test
2024-01-01 00:00:00+00:00,0.0,1.34936726603293,holt_winters,test
2024-02-01 00:00:00+00:00,0.0,1.4901891581761801,holt_winters,test
2024-03-01 00:00:00+00:00,0.0,1.2225169205966449,holt_winters,test
2024-04-01 00:00:00+00:00,0.0,1.030386457394909,holt_winters,test
2024-05-01 00:00:00+00:00,0.0,0.8882446063728109,holt_winters,test
2024-06-01 00:00:00+00:00,3.0,0.7797820522121937,holt_winters,test
2024-07-01 00:00:00+00:00,0.0,4.414518406460431,holt_winters,test
2024-08-01 00:00:00+00:00,2.0,6.120056695247696,holt_winters,test
2024-09-01 00:00:00+00:00,6.0,6.397022535825327,holt_winters,test
2024-10-01 00:00:00+00:00,4.0,4.542909171782458,holt_winters,test
2024-11-01 00:00:00+00:00,3.0,5.849555987713823,holt_winters,test
2024-12-01 00:00:00+00:00,0.0,2.833962631793505,holt_winters,test
2025-01-01 00:00:00+00:00,0.0,2.0918237098543573,holt_winters,test
2025-02-01 00:00:00+00:00,0.0,1.6398261339493545,holt_winters,test
2025-03-01 00:00:00+00:00,0.0,1.3128208225007771,holt_winters,test
2025-04-01 00:00:00+00:00,0.0,1.083851681856213,holt_winters,test
2025-05-01 00:00:00+00:00,0.0,0.9189415624876784,holt_winters,test
2025-06-01 00:00:00+00:00,2.0,0.7965008998084628,holt_winters,test
2025-07-01 00:00:00+00:00,1.0,4.182740759382433,holt_winters,test
2025-08-01 00:00:00+00:00,3.0,6.19839211703523,holt_winters,test
2025-09-01 00:00:00+00:00,3.0,6.6858878593060584,holt_winters,test
2025-10-01 00:00:00+00:00,4.0,4.01811662727215,holt_winters,test
2025-11-01 00:00:00+00:00,0.0,5.490106738908945,holt_winters,test
2025-12-01 00:00:00+00:00,0.0,1.8614835985358629,holt_winters,test
