model,horizon_hours,motion_bin,origins,storms,track_mean_km,track_median_km,track_p90_km,track_p95_km,wind_mae_kt,wind_rmse_kt,wind_bias_kt,storm_macro_track_mean_km,storm_macro_wind_mae_kt,storm_track_ci95_low_km,storm_track_ci95_high_km,storm_wind_mae_ci95_low_kt,storm_wind_mae_ci95_high_kt,difficulty,issue_intensity_bin,wind_change_bin
persistence,12,,96,23,244.21897870803787,220.22525312829197,372.52293232757495,428.7072420108539,13.333333333333334,18.99835519196333,4.6875,268.09948163576564,22.930124223602483,230.8616479059557,308.97525345378585,16.671506211180123,29.80627587991718,issue_intensity,Cat 3 (96-112),
persistence,12,,127,19,245.33028958891464,229.47752894270195,384.6178462583382,429.7070931060747,14.448818897637794,21.282686764257747,8.779527559055119,257.27997252046464,21.319005847953218,210.4090753700185,316.54242486226923,14.207412280701757,29.718267543859643,issue_intensity,Major (>=113),
persistence,12,,127,30,230.139507954586,223.19028455707476,342.2917582848496,409.83411636718967,2.677165354330709,4.695449296338763,-1.5748031496062993,234.97300770865908,3.4949735449735453,197.7028362464315,279.4430210149109,2.29875,4.9724834656084616,issue_intensity,TD (<34),
persistence,12,,864,94,223.10682631694783,217.2786753086037,349.7247910923635,388.21225941092666,6.0532407407407405,8.253085842636434,-1.226851851851852,241.84257523678465,7.378576892525513,220.66084228524176,266.7734786558515,6.5511264840878765,8.260488779868588,issue_intensity,TS (34-63),
persistence,24,,281,48,504.5099955374681,448.2261930961479,845.8628739700059,1037.4978471390857,18.87900355871886,24.989321562835965,-4.572953736654804,511.6150017741627,25.89269650896489,462.29829681848827,563.7841883327799,21.61628612910782,30.254242540547683,issue_intensity,Cat 1 (64-82),
persistence,24,,111,31,552.0757816805724,522.6798635107943,846.2692378076108,1092.7688820647736,17.882882882882882,22.942348427119473,4.009009009009009,569.2222628296776,23.456453940324906,489.2216850922093,654.7920488523,18.607997457291813,28.870709543592607,issue_intensity,Cat 2 (83-95),
persistence,24,,92,20,472.107666681873,425.9078520550652,732.3978058688767,838.481700346771,17.98913043478261,23.973490794408004,7.336956521739131,495.2753558139674,27.342261904761905,431.2657628135084,567.0557502812117,19.830282738095235,36.02171130952381,issue_intensity,Cat 3 (96-112),
persistence,24,,123,18,491.7296073864581,465.8868161597047,730.0455355732415,855.5762033119348,26.382113821138212,36.05269404590286,21.097560975609756,483.7898307159286,35.06393298059965,410.4294165187536,558.8558378575457,24.47417328042328,46.50324074074074,issue_intensity,Major (>=113),
persistence,24,,93,24,487.40402690955386,471.85243496117624,711.3627404143043,869.7624918671557,6.182795698924731,8.471965152689611,-4.78494623655914,508.94453841551194,7.396825396825396,423.681111375543,609.0987812927332,5.213082837301588,9.845176091269842,issue_intensity,TD (<34),
persistence,24,,765,85,425.7338652580433,423.1879456351677,674.2491284574612,739.5976906410365,10.411764705882351,14.451858328613897,-3.7450980392156863,436.11337576910654,14.108036439264064,404.3591409846088,468.6512268617347,11.7925913595498,16.564574560243678,issue_intensity,TS (34-63),
persistence,48,,208,41,862.5802713912909,840.9927397401733,1291.32514526436,1405.4570077588608,22.403846153846153,28.806382839705723,-6.634615384615385,899.9580202336294,29.25379058610766,799.2633225382494,998.250340057583,23.763737795064017,35.03678261948079,issue_intensity,Cat 1 (64-82),
persistence,48,,77,25,961.2223468485344,929.5235852327422,1363.702494377441,1680.6974276744534,24.350649350649352,29.415297725158933,9.675324675324676,893.7170431256274,31.183333333333337,771.0083704977259,1028.3152635028457,24.71869047619048,37.88375,issue_intensity,Cat 2 (83-95),
persistence,48,,79,17,892.1574332962161,810.4789831833293,1351.2476017475958,1656.33096717555,20.379746835443036,26.457513110645905,13.544303797468354,944.2543920593456,28.61764705882353,836.3203073246615,1057.6175989910312,18.93809523809524,40.29159663865547,issue_intensity,Cat 3 (96-112),
persistence,48,,106,18,1024.6600113208503,989.9741138809776,1513.3963377250625,1631.7119397774209,37.264150943396224,45.45887629453971,33.301886792452834,996.0302972604046,46.93611111111111,853.0550391697027,1144.965539391644,33.73935185185185,60.991481481481486,issue_intensity,Major (>=113),
persistence,48,,59,19,908.8261835466968,865.1077985227738,1292.546800598848,1372.3712610484815,10.932203389830509,14.570111035720364,-10.59322033898305,889.0990588541499,11.091478696741854,746.1418590040573,1030.8942852872565,7.148339598997494,15.674890350877192,issue_intensity,TD (<34),
persistence,48,,586,76,807.7526477605011,809.4104816809988,1316.525375919593,1425.373242887357,17.704778156996586,25.19463483707154,-9.47952218430034,846.184110721147,22.21839163022127,780.0382418397617,914.637689745872,17.925084343797554,26.70558684018488,issue_intensity,TS (34-63),
ridge,6,,334,51,27.914681642557913,22.60233203480579,58.09472577848428,69.56445897092999,4.626456261498597,6.279514592862078,-0.87708304119131,29.067014944772534,5.961000703659644,25.894822357700427,32.180868124966715,5.102672499039615,6.986686856246315,issue_intensity,Cat 1 (64-82),
ridge,6,,134,34,30.553935944625977,22.788400111566567,53.59093451981605,80.13389828012033,5.970388501246125,8.240297223955181,-1.3756725698912085,29.406552366866418,9.096047863046728,24.597551979353057,34.77677363847248,6.941851164233409,11.516199848340346,issue_intensity,Cat 2 (83-95),
ridge,6,,97,23,20.341397205476355,17.797051049783022,37.21191131787993,48.28242760867917,6.75615738307263,10.042400424249148,0.2660626228776169,25.793648095391703,10.710092437835817,20.398161519263557,31.84807827281418,7.455655617499405,14.2887982598911,issue_intensity,Cat 3 (96-112),
ridge,6,,128,19,23.92538807726433,19.332607788548305,41.664527832421705,57.2436506579116,6.805287649197662,10.18844223052575,1.7852583343072292,24.492189174089113,10.51802710779515,20.07462941816458,30.12096311338938,6.56724462305892,15.797746111876076,issue_intensity,Major (>=113),
ridge,6,,156,37,26.871019757502943,21.780216712877547,52.264007327908686,66.08540876785706,2.1473812124333853,2.8608409166388555,-0.3059955903914945,29.8038315839836,2.514753593127996,23.747073394932343,36.56893194881523,2.078839204912565,3.0473646152159106,issue_intensity,TD (<34),
ridge,6,,923,102,26.150336966089167,21.87468653754231,51.2147585287631,61.192943574304216,3.1605397227071976,4.154732492980841,-0.0129340929240157,26.793733552920735,3.6372683364718608,24.58619942420196,29.37062939662334,3.2833652830128153,4.03181982444517,issue_intensity,TS (34-63),
ridge,12,,315,51,66.76826929127033,51.97828950125475,132.10361231322676,178.56965148351685,9.223187286730337,13.027209908643696,-2.7405078875636772,69.9817515209806,12.671840554109904,60.35883175122045,80.58844612432448,10.668597304788976,14.84067217582014,issue_intensity,Cat 1 (64-82),
ridge,12,,132,34,74.28887663151025,58.11995353747579,155.23903718619962,190.27124024035808,10.29306769505124,15.296321553724196,-2.3991406944265554,75.81073844721159,15.244971505236927,62.67652030908577,90.60050811910928,11.070003205414388,19.90804774250417,issue_intensity,Cat 2 (83-95),
ridge,12,,96,23,46.111298750203495,37.077816420651615,90.33993530641231,102.19426230083928,11.435632151163457,16.41782789483425,0.4539683992999516,58.46171138933277,19.223763693517785,48.06862910882128,69.31667909138325,13.802350776330714,25.201503774954173,issue_intensity,Cat 3 (96-112),
ridge,12,,127,19,51.4601012842179,42.17083913305464,87.76925333705381,132.68061853710535,12.730399372363584,19.09176023002213,5.00408863851829,55.43652694267761,19.431464440951174,42.35185890539921,73.25135939980201,12.794506838310888,28.136096517671454,issue_intensity,Major (>=113),
ridge,12,,127,30,62.21440027945496,56.37096107616526,112.90636856043824,143.48121052425196,3.4310619279302177,4.486264494862088,-0.2052580620951656,62.91751302845507,4.068131279195819,51.29778700319834,75.59996575797621,3.134700971632105,5.363152348463062,issue_intensity,TD (<34),
ridge,12,,864,94,62.42323887101448,51.79378603040524,122.58179280892514,146.58480663179722,5.665573112056896,7.269427387556692,-0.2442657430651803,61.1011050318214,6.487124725045027,56.4274061100452,66.04387431874638,5.92263512925537,7.105976266693787,issue_intensity,TS (34-63),
ridge,24,,281,48,168.53039272923837,136.5963493779523,321.4443509943424,485.8913452534154,17.341583881960634,23.431661051433544,-6.625028291731498,168.8967306369547,24.069641479612375,145.50342439037271,196.60462667501716,20.38246075837325,28.3127564238105,issue_intensity,Cat 1 (64-82),
ridge,24,,111,31,170.76295103750437,145.05746733071692,326.60394013602246,440.7215305743092,14.094373184019243,19.50134011339049,-3.6805096881916897,185.61067657422728,18.42897705479887,150.4776006279914,228.20494436744343,13.695642648006684,23.66639697368693,issue_intensity,Cat 2 (83-95),
ridge,24,,92,20,109.2612995526754,99.29373291387932,197.45378951059465,252.5308934192976,14.602027439411833,20.40500370705849,-2.2774889927937174,129.08834717586245,20.915934382733205,103.41355928303533,157.20817583275473,14.684457329934352,27.327854286982426,issue_intensity,Cat 3 (96-112),
ridge,24,,123,18,125.26893192555885,105.60457153125232,243.78807305652245,290.415611706423,21.72345742633805,30.331245348213855,10.363293372653844,120.33179124472667,29.609543855210063,97.12449725059491,145.3989054802668,19.5398372321224,40.39499273433329,issue_intensity,Major (>=113),
ridge,24,,93,24,149.43311982409716,122.65805935534644,290.56463977052687,309.4310970540207,5.786035639328215,7.29128884708914,0.5756782212019752,141.5244691709175,6.3825155998805165,112.1531902709152,175.96170394700877,4.850755352143491,8.097967227041952,issue_intensity,TD (<34),
ridge,24,,765,85,155.8088628648639,133.6836494735295,296.13213463516246,362.6014192662509,10.186435455059696,13.409761613173051,-0.5162175668569797,152.00737335932428,12.938845361453348,137.19438341799406,167.10736851976472,11.169140388248152,15.012529853473367,issue_intensity,TS (34-63),
ridge,48,,208,41,341.35712498351415,288.5018220049634,649.153508908892,835.9382949473331,20.612450121988157,26.709108600514067,-9.509183235705564,370.4715333233355,26.781596626752865,311.1757825043144,426.8030394100238,21.72248252437902,32.08350115975505,issue_intensity,Cat 1 (64-82),
ridge,48,,77,25,411.6386106671851,369.3354239810001,834.096032167536,991.9541187769688,20.44770402132959,25.38843286016708,-2.742994082696323,400.1022425061377,27.83831264122965,310.36515260736667,491.9549620594428,20.991628149176847,34.88359968738667,issue_intensity,Cat 2 (83-95),
ridge,48,,79,17,262.02079303820784,231.76621329246532,409.294225238648,601.4406699645307,15.841504590539929,21.73421798231371,-4.102065183354722,311.53823318628764,22.231385337076443,238.40150962592085,388.12596278072385,15.017668775438494,30.729802014382233,issue_intensity,Cat 3 (96-112),
ridge,48,,106,18,359.6541943453522,308.64132956999686,725.1838095736367,807.5832393999054,23.03258715702503,32.07238594384849,10.696845116261064,361.3795558886273,32.17952463370824,269.3729988324258,455.98781907847416,19.865142218434546,46.100827325500426,issue_intensity,Major (>=113),
ridge,48,,59,19,329.4129620860607,290.81357900290027,625.7830607248886,731.9185243366971,10.015349570921178,12.149798485501664,3.4984990010141863,328.5385620847205,10.719801376918848,257.6636165556264,407.97091736588067,7.843453547014157,13.584323462146434,issue_intensity,TD (<34),
ridge,48,,586,76,382.8591844260956,342.6008028555059,681.3701220414508,830.3145598993307,17.497524138503632,22.95129622994916,-1.624265898306576,367.0195422253635,22.017105355001235,327.74690073310927,408.67388177952773,18.927551341812723,25.49670084127418,issue_intensity,TS (34-63),
constant-motion,6,,1116,98,27.238644983450023,22.690306549096064,55.3697339124721,68.27282536664072,1.5188172043010753,2.755736928936682,-1.5188172043010753,29.11727473472298,1.515095954586125,26.70857606102368,31.868808793070333,1.287495605474221,1.7603481785848003,intensity_change,,steady (-5 to 5)
constant-motion,6,,172,54,27.42694717736307,23.99675835254199,49.34801342012751,66.85683962438664,12.761627906976743,13.63455766758488,-12.761627906976743,30.38024601559055,12.020465902410349,26.3211133318825,34.85446692006251,11.333314043209878,12.741544495884776,intensity_change,,strengthening (>5)
constant-motion,6,,484,97,30.96333264039349,24.20524417136702,61.912737789286595,76.6196922489598,8.109504132231406,10.402538628496188,8.109504132231406,32.00516622609941,8.201124010131064,28.421096083214692,35.76519039500314,7.316321357434691,9.254233012646605,intensity_change,,weakening (<-5)
constant-motion,12,,701,91,66.66135629255709,55.60741177636595,133.76636075989228,157.22341891963993,1.9543509272467905,3.1259805879489964,-1.9543509272467905,72.80513714701208,1.8683959425526295,65.69023220424683,80.93437917791009,1.5469980984818168,2.1832773382431783,intensity_change,,steady (-5 to 5)
constant-motion,12,,359,71,63.60145779891879,54.46707522430046,122.21431626305184,137.36787766941148,15.654596100278551,17.83552212810639,-15.654596100278551,66.56749563997984,14.098040261772658,57.85771351801311,77.00648754533455,13.110823654045486,15.116187846777636,intensity_change,,strengthening (>5)
constant-motion,12,,601,90,76.22733709302301,59.631932698275506,156.0914523863489,199.1246627402676,11.364392678868551,15.782422455664136,11.364392678868551,75.2097371383615,12.037630706258158,68.15246699426982,83.19942287480742,10.301224650440336,13.965326477602826,intensity_change,,weakening (<-5)
constant-motion,24,,376,75,180.34767338933597,155.27100756285205,349.9703508043234,420.8078554967454,2.2606382978723403,3.3620219346937197,-2.2606382978723403,181.51391204191071,2.088175831067988,161.73124389829522,202.87816943227645,1.7189791443124771,2.472987252897792,intensity_change,,steady (-5 to 5)
constant-motion,24,,472,68,159.33475733335624,133.69533302029612,306.10911863266483,382.01787871112873,21.091101694915253,25.013767395617037,-21.091101694915253,166.24758707379334,19.28973799172761,147.52072430396083,186.8543302510424,17.36651809314412,21.32859000335617,intensity_change,,strengthening (>5)
constant-motion,24,,617,83,194.23330174062664,155.63797050563642,380.0124884540407,485.1944820891797,16.085899513776337,22.542055060560084,16.085899513776337,197.126024742761,16.601539423551156,176.5091125243301,218.35254073085025,14.133244572067296,19.172186276741996,intensity_change,,weakening (<-5)
constant-motion,48,,196,54,481.6496552291132,413.8323948810312,966.4104418774476,1095.959444747749,2.270408163265306,3.369278975734501,-2.270408163265306,468.5723828407388,2.4693378894767783,406.5221175786568,536.2145544963165,1.9913079622281011,2.964967298647853,intensity_change,,steady (-5 to 5)
constant-motion,48,,423,57,417.9182347983583,363.45508401479225,803.9134753877752,913.9939542804316,28.88888888888889,34.574413529689636,-28.88888888888889,447.285661660994,25.365857010206852,394.0602187699488,504.7494450260952,21.60047675868593,29.2106987267978,intensity_change,,strengthening (>5)
constant-motion,48,,496,76,494.64707857078145,410.1393398754613,949.8031394595932,1144.910115086815,21.068548387096776,28.048057836276236,21.068548387096776,508.3519081652753,19.185514268357068,450.707050092642,572.8997921390644,16.213303238870242,22.40011025591444,intensity_change,,weakening (<-5)
gru,6,,1116,98,26.64653922290468,22.214602946714898,51.478753296125795,63.713405365091035,2.4684247318741495,3.3301185863332643,-0.69145513066311,29.032124647703498,2.532884398406922,27.024888085095487,31.261518895436943,2.2870893909056984,2.8016485707909764,intensity_change,,steady (-5 to 5)
gru,6,,172,54,27.564327480494992,24.098330073109437,48.13475008793155,59.35348711979289,7.845451934592375,9.37311969312729,-7.7889394486061745,28.64668589139684,7.922181873144483,25.307629806089498,31.756577017302657,7.099435571538017,8.727222644537267,intensity_change,,strengthening (>5)
gru,6,,484,97,30.342037210556725,25.146579833013057,57.61730166805057,73.98470853230585,5.47516572138543,7.24236175669081,4.644816908211056,31.89033570711602,6.065249035792569,28.87700678727158,35.351832700836724,5.428540871968368,6.78657730409431,intensity_change,,weakening (<-5)
gru,12,,701,91,62.46855296531255,54.12593924205856,115.0881088755622,142.31841302680496,3.615242431808156,4.619822495830597,-0.8103620064895186,66.54442813809796,3.8167814509702023,60.80616173350842,72.64091839828781,3.3998636563829137,4.25895718133791,intensity_change,,steady (-5 to 5)
gru,12,,359,71,59.15935424224688,50.922609243253554,107.97477205677632,128.81761976616087,10.968431015926145,13.969657712243013,-10.645669995318157,61.340459916936005,10.196919171329045,55.249998826087264,67.89153601089036,9.030987336960465,11.351890753486796,intensity_change,,strengthening (>5)
gru,12,,601,90,68.70681786948913,56.144564347879495,134.71307142947026,161.77880218626728,8.070233804292538,11.254355452875188,6.63573576788576,71.71645943220298,9.18081412120088,65.67133556114071,78.5861542233016,7.829460163523579,10.676651214266144,intensity_change,,weakening (<-5)
gru,24,,376,75,156.98046102075168,137.47594781619526,290.53386754665667,366.1251417935107,5.781633411972861,7.929462229729859,-0.9286560105852506,159.7610992192032,6.201453122878533,141.97730439729855,178.3178168873931,5.144905692502907,7.575897324789138,intensity_change,,steady (-5 to 5)
gru,24,,472,68,140.47417326085358,125.46124610174074,257.27812460004577,305.2531744925156,15.899680306881429,21.24118198845452,-14.75397865667891,146.12522267879154,14.509134000265734,130.13591627075886,163.61498735666012,12.413817943686544,16.938887558564538,intensity_change,,strengthening (>5)
gru,24,,617,83,159.70557268961835,132.13341563662306,297.44685507175524,380.4946891527323,11.49369006541986,15.424510159009584,8.76188273121239,164.61176401466773,12.42103338650346,149.60760128728705,182.5422460477836,10.994643576074417,13.872702173953783,intensity_change,,weakening (<-5)
gru,48,,196,54,387.98521562369785,359.81101260400686,699.4793334268561,810.7138623396243,9.527991513298122,11.549069642435317,4.225822852174471,370.1893644081306,10.611982779055564,318.1029489066671,425.09477557690275,8.922173656828294,12.325017808204922,intensity_change,,steady (-5 to 5)
gru,48,,423,57,339.08988682554264,308.130822342288,602.1429895581558,690.4938414043845,19.937718002407987,26.568714469329304,-18.443605196060727,362.4829870203615,17.68002030148479,320.30674530990945,404.9341331877658,14.167866247283678,21.792291237575405,intensity_change,,strengthening (>5)
gru,48,,496,76,369.9364149259922,311.72555440884156,686.8692369262283,829.1735427882977,16.01697448828392,20.145480298951068,12.689844495926597,398.475500292172,16.929436660441706,354.14582263184315,447.2343615032563,14.643409820465942,19.357687589010368,intensity_change,,weakening (<-5)
persistence,6,,1116,98,118.98583273733676,112.7827838645164,184.2603667400632,213.4024609435968,1.5188172043010753,2.755736928936682,-1.5188172043010753,126.60500481594867,1.515095954586125,116.222551133314,138.52865478907643,1.2714262107673375,1.76028869397846,intensity_change,,steady (-5 to 5)
persistence,6,,172,54,121.97202422544687,122.25122213160184,194.8549057219712,215.96572103323788,12.761627906976743,13.63455766758488,-12.761627906976743,128.59196999524772,12.020465902410349,115.10346191835924,142.63165751094735,11.387656158142269,12.73226135361552,intensity_change,,strengthening (>5)
persistence,6,,484,97,134.51406904111735,120.13911888060794,225.01090228490273,289.00556809675095,8.109504132231406,10.402538628496188,8.109504132231406,137.00268998464577,8.201124010131064,125.46932832556256,148.5267062811205,7.289004105144569,9.204868237206814,intensity_change,,weakening (<-5)
persistence,12,,701,91,233.6324848594465,221.22937459307457,361.61348989888745,417.9568776464603,1.9543509272467905,3.1259805879489964,-1.9543509272467905,248.33093072887743,1.8683959425526295,227.2778533188967,269.8347033921133,1.5469393778126934,2.203566446526611,intensity_change,,steady (-5 to 5)
persistence,12,,359,71,232.46782747423737,224.7397811781143,364.5259794475948,402.3580215389559,15.654596100278551,17.83552212810639,-15.654596100278551,239.76756367506812,14.098040261772658,218.9824497214341,260.8945770157133,13.119883378554151,15.13833569599415,intensity_change,,strengthening (>5)
persistence,12,,601,90,256.1826133437887,234.7840841586984,399.41007156969425,543.8724150776903,11.364392678868551,15.782422455664136,11.364392678868551,263.78545448771666,12.037630706258158,241.29494852107177,286.4777495180346,10.265543969692253,13.901874161491191,intensity_change,,weakening (<-5)
persistence,24,,376,75,453.0772728101919,450.3618107315762,693.507761362561,786.6768325336436,2.2606382978723403,3.3620219346937197,-2.2606382978723403,470.4292943812668,2.088175831067988,435.1385762380691,506.98450740471185,1.7129289971103696,2.4567116396675215,intensity_change,,steady (-5 to 5)
persistence,24,,472,68,455.63033323928136,442.5767296474915,700.5649291626378,775.1816586412608,21.091101694915253,25.013767395617037,-21.091101694915253,482.39964765499315,19.28973799172761,437.4877569715192,531.25216332273,17.402310056281184,21.358799442429685,intensity_change,,strengthening (>5)
persistence,24,,617,83,474.17305853364246,437.9354652163221,738.6017872749716,884.4350436443007,16.085899513776337,22.542055060560084,16.085899513776337,491.7206982178806,16.601539423551156,452.61487579803264,532.1773647795503,14.220935652322384,19.204199356093778,intensity_change,,weakening (<-5)
persistence,48,,196,54,823.2289126273524,808.9316820133321,1293.07435898652,1467.295268063331,2.270408163265306,3.369278975734501,-2.270408163265306,890.3516091589368,2.4693378894767783,807.0527934826799,969.8349718883896,1.9658413249559084,2.967057980599647,intensity_change,,steady (-5 to 5)
persistence,48,,423,57,851.7499224466418,847.229134297156,1332.3596711254936,1423.343455057537,28.88888888888889,34.574413529689636,-28.88888888888889,864.1345880123959,25.365857010206852,786.0231356989098,941.6107361349324,21.578549510452564,29.02097842280698,intensity_change,,strengthening (>5)
persistence,48,,496,76,882.7538869640223,866.9145484634237,1355.337822360972,1553.3658065191537,21.068548387096776,28.048057836276236,21.068548387096776,907.3551450827524,19.185514268357068,826.88104794158,988.0079890706268,16.046175490310702,22.66450750864056,intensity_change,,weakening (<-5)
ridge,6,,1116,98,25.677137522834187,20.99946538706231,50.878854006941765,62.20487631430473,2.3872611278097127,3.081623360172978,-1.0614369796603025,27.33519210127627,2.3625052216864932,25.221755227613116,29.631963164981833,2.1701095545279396,2.5497068789024304,intensity_change,,steady (-5 to 5)
ridge,6,,172,54,25.40960800607564,21.029733299535263,46.449649363939734,60.28742519861302,9.71254565059003,10.743509535200344,-9.62413169449888,26.897189487544782,9.312388754456444,23.30860736304287,30.37003623366997,8.756180434799308,9.943753962722814,intensity_change,,strengthening (>5)
ridge,6,,484,97,28.421070944954675,22.01099275786937,56.851311363556306,68.76221399116267,5.762646484347283,8.1435193880757,5.28362835118161,30.42724803681785,6.497903329074891,27.10681315018753,34.14704989547194,5.712725936866794,7.331969099128344,intensity_change,,weakening (<-5)
ridge,12,,701,91,61.59130700694053,51.703611144019646,116.49212653754212,143.92676538681036,3.514610024784463,4.515361844086071,-1.17665202924985,65.53884249419164,3.5334852463238837,59.94653244655568,72.25143322125088,3.1960934764302418,3.887442725576888,intensity_change,,steady (-5 to 5)
ridge,12,,359,71,57.59077115723617,48.70929923266905,106.6262600833048,133.53072838544293,12.812327895313656,15.532621087406094,-12.7483152272167,61.00210192094965,11.277068750453282,54.2181868439417,68.39797501751703,10.158683677257711,12.423224487675569,intensity_change,,strengthening (>5)
ridge,12,,601,90,66.19728493836757,52.65217098430283,133.50778921367635,165.2464726985924,8.728790398904279,13.143177920949633,7.759598220230103,68.57801352087834,10.317377756700823,62.46635483781901,75.27782342908056,8.738692390391094,12.159702226638023,intensity_change,,weakening (<-5)
ridge,24,,376,75,160.14945194884638,142.1648108494993,290.5707576191851,360.974039148148,5.475332105315257,6.9718380284867765,-0.8616190407655825,161.13613183675392,5.818306113621941,144.71738992657023,178.88802140393844,5.067591807982199,6.593409998153813,intensity_change,,steady (-5 to 5)
ridge,24,,472,68,138.60118026730586,118.5053902555735,250.9246622149537,302.49356585435913,18.248363268256053,23.179804808326644,-18.100981446279505,144.33616295794397,15.944126129215835,129.4541545804941,161.0527673205801,13.655249651202949,18.106078019742565,intensity_change,,strengthening (>5)
ridge,24,,617,83,160.8216455820035,131.39623095149864,309.47432383751476,396.3686695061137,13.146846653947067,18.8219789265828,11.86588364672861,166.74656197614152,15.026894560516403,150.71543974870366,184.58298779166236,13.12420325225851,17.11093554218309,intensity_change,,weakening (<-5)
ridge,48,,196,54,395.0139770248072,351.54193233133464,708.4371538363811,861.7569987701035,9.648009808628798,12.255777456465584,1.4909869935831703,380.6020873075733,9.882958316266384,326.068616950149,439.9002384437138,8.12610890339438,11.739244904356967,intensity_change,,steady (-5 to 5)
ridge,48,,423,57,335.16939390810234,307.5736196158124,583.8176575903833,674.2814741679762,23.66375732080582,29.90514272501548,-22.650827109870924,364.5860781704304,20.52999078377216,322.18750730716266,411.51411272130497,17.24372178066747,24.405631621147553,intensity_change,,strengthening (>5)
ridge,48,,496,76,375.2276128736897,302.4535519775764,775.0453408577253,898.8531639408166,17.13401499388829,22.630596703027543,14.444233501672498,403.55997502265154,19.291806717031033,355.80774178438935,454.4203602170148,16.927473222285872,21.83000019557497,intensity_change,,weakening (<-5)
